11,34,139,0,255,255,255,255
11,41,167,0,255,255,255,255
11,41,165,0,255,255,255,255
11,35,141,0,255,255,255,255
11,35,141,0,255,255,255,255
11,35,142,0,255,255,255,255
11,41,166,0,255,255,255,255
11,36,146,0,255,255,255,255
11,41,167,0,255,255,255,255
11,36,144,0,255,255,255,255
11,34,136,0,255,255,255,255
11,39,158,0,255,255,255,255
11,36,145,0,255,255,255,255
11,30,121,0,255,255,255,255
11,34,136,0,255,255,255,255
11,32,131,0,255,255,255,255
11,28,114,0,255,255,255,255
11,32,128,0,255,255,255,255
11,27,111,0,255,255,255,255
11,27,110,0,255,255,255,255
11,32,129,0,255,255,255,255
11,27,110,0,255,255,255,255
11,27,109,0,255,255,255,255
11,31,126,0,255,255,255,255
11,27,109,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,125,0,255,255,255,255
11,32,128,0,255,255,255,255
11,26,107,0,255,255,255,255
11,30,123,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,125,0,255,255,255,255
11,27,109,0,255,255,255,255
11,32,128,0,255,255,255,255
11,26,107,0,255,255,255,255
11,27,108,0,255,255,255,255
11,27,111,0,255,255,255,255
11,31,126,0,255,255,255,255
11,31,125,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,127,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,125,0,255,255,255,255
11,27,109,0,255,255,255,255
11,27,108,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,125,0,255,255,255,255
11,27,109,0,255,255,255,255
11,32,131,0,255,255,255,255
11,31,124,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,125,0,255,255,255,255
11,26,106,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,124,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,124,0,255,255,255,255
11,27,108,0,255,255,255,255
11,27,109,0,255,255,255,255
11,31,125,0,255,255,255,255
11,29,116,0,255,255,255,255
11,31,126,0,255,255,255,255
11,31,125,0,255,255,255,255
11,27,109,0,255,255,255,255
11,31,124,0,255,255,255,255
11,31,126,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,126,0,255,255,255,255
11,31,125,0,255,255,255,255
11,26,107,0,255,255,255,255
11,26,106,0,255,255,255,255
11,27,108,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,125,0,255,255,255,255
11,27,108,0,255,255,255,255
11,26,106,0,255,255,255,255
11,31,126,0,255,255,255,255
11,32,128,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,125,0,255,255,255,255
11,27,109,0,255,255,255,255
11,26,107,0,255,255,255,255
11,31,125,0,255,255,255,255
11,27,108,0,255,255,255,255
11,30,122,0,255,255,255,255
11,26,107,0,255,255,255,255
11,27,109,0,255,255,255,255
11,31,126,0,255,255,255,255
11,31,127,0,255,255,255,255
11,27,109,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,125,0,255,255,255,255
11,26,107,0,255,255,255,255
11,27,108,0,255,255,255,255
11,27,109,0,255,255,255,255
11,31,125,0,255,255,255,255
11,28,112,0,255,255,255,255
11,31,126,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,124,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,126,0,255,255,255,255
11,31,127,0,255,255,255,255
11,27,109,0,255,255,255,255
11,31,126,0,255,255,255,255
11,27,109,0,255,255,255,255
11,27,108,0,255,255,255,255
11,30,123,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,125,0,255,255,255,255
11,27,109,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,126,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,124,0,255,255,255,255
11,27,108,0,255,255,255,255
11,31,126,0,255,255,255,255
11,27,108,0,255,255,255,255
11,27,109,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,125,0,255,255,255,255
11,27,108,0,255,255,255,255
11,27,109,0,255,255,255,255
11,32,129,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,125,0,255,255,255,255
11,27,111,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,126,0,255,255,255,255
11,27,109,0,255,255,255,255
11,31,126,0,255,255,255,255
11,27,108,0,255,255,255,255
11,27,108,0,255,255,255,255
11,27,109,0,255,255,255,255
11,27,109,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,125,0,255,255,255,255
11,31,126,0,255,255,255,255
11,31,125,0,255,255,255,255
11,27,109,0,255,255,255,255
11,31,127,0,255,255,255,255
11,32,129,0,255,255,255,255
11,27,111,0,255,255,255,255
